wt,image_id,time,style,gender,survey_id
W,01109,80,bodyconscious,W,135302
W,45353,80,powersuit,W,151004
W,06258,50,ivy,M,105123
W,25030,70,hippie,M,145317
W,18922,80,powersuit,W,122965
W,02983,90,hiphop,M,112381
W,16903,60,mods,M,135889
W,04639,60,mods,M,030686
W,08246,80,bodyconscious,W,087097
W,10823,50,ivy,M,001557
W,09760,60,mods,M,120840
W,01664,60,mods,M,060365
W,12095,80,bold,M,049180
W,29504,19,normcore,M,148369
W,17476,60,mods,M,147954
W,14704,60,minimal,W,011116
W,19522,00,ecology,W,134569
W,00004,50,ivy,M,060212
W,17530,50,ivy,M,152368
W,04765,19,normcore,M,055925
W,04408,60,mods,M,199477
W,12190,60,mods,M,050603
W,02953,19,normcore,M,148749
W,10337,50,feminine,W,008139
W,05670,10,athleisure,W,006756
W,07717,90,kitsch,W,090987
W,14700,50,feminine,W,087102
W,03951,00,cityglam,W,127557
W,12956,80,powersuit,W,112005
W,04097,90,grunge,W,109425
W,15134,80,bold,M,201889
W,34974,60,minimal,W,161175
W,06299,70,military,W,041089
W,09021,60,minimal,W,127206
W,05181,50,feminine,W,088769
W,25869,90,hiphop,M,153164
W,14515,60,minimal,W,035750
W,13602,80,powersuit,W,085504
W,14211,60,minimal,W,134800
W,06038,90,hiphop,W,120369
W,16362,80,bold,M,025942
W,16939,70,hippie,M,074381
W,00284,80,bodyconscious,W,036306
W,24765,60,mods,M,012651
W,15959,80,bold,M,215442
W,33622,60,minimal,W,093865
W,02343,60,space,W,200535
W,15861,60,mods,M,109389
W,04251,50,ivy,M,068531
W,17444,80,bold,M,069394
W,14983,00,ecology,W,039433
W,17444,80,bold,M,045682
W,13538,80,powersuit,W,129849
W,07851,70,disco,W,035934
W,06688,60,mods,M,144699
W,51690,80,powersuit,W,234731
W,02673,60,mods,M,202488
W,17202,60,mods,M,138351
W,01741,10,sportivecasual,M,135780
W,11903,00,oriental,W,130776
W,17916,10,sportivecasual,M,176455
W,21732,10,sportivecasual,W,152824
W,08874,10,sportivecasual,W,003787
W,08898,10,athleisure,W,128858
W,36393,70,hippie,W,147238
W,33622,60,minimal,W,152852
W,10554,80,bodyconscious,W,020125
W,13531,60,minimal,W,119672
W,10793,50,ivy,M,143190
W,06385,50,feminine,W,206760
W,01758,50,ivy,M,140752
W,56065,50,ivy,M,077752
W,32299,80,powersuit,W,097715
W,07021,90,hiphop,M,230791
W,05414,10,sportivecasual,W,116490
W,14310,80,powersuit,W,004368
W,07012,00,metrosexual,M,139268
W,15846,80,bold,M,091804
W,15306,80,bold,M,147089
W,06915,00,metrosexual,M,129521
W,00626,70,hippie,W,038482
W,13465,80,powersuit,W,127621
W,12821,50,ivy,M,121857
W,15016,50,feminine,W,190409
W,03890,80,bodyconscious,W,087064
W,01275,10,athleisure,W,126939
W,05367,80,bodyconscious,W,064684
W,71936,60,mods,M,227252
W,04245,70,hippie,M,149978
W,06825,10,sportivecasual,M,143237
W,04208,50,ivy,M,188331
W,09765,50,ivy,M,116227
W,18729,50,classic,W,041162
W,09893,19,lounge,W,112201
W,40202,60,popart,W,180643
W,18694,50,feminine,W,194666
W,15448,70,hippie,M,114230
W,06979,90,hiphop,M,036331
W,07811,80,powersuit,W,135504
W,32383,00,metrosexual,M,044866
W,16348,90,hiphop,M,013050
W,04200,90,lingerie,W,102794
W,23905,60,mods,M,147887
W,08713,00,cityglam,W,080690
W,12547,90,hiphop,M,045015
W,10349,60,minimal,W,130375
W,13099,80,powersuit,W,033793
W,12748,50,ivy,M,092970
W,10480,19,genderless,W,120397
W,08674,80,bodyconscious,W,128475
W,14709,00,cityglam,W,093702
T,02558,19,normcore,M,196780
W,05818,90,lingerie,W,011136
W,12336,80,bold,M,125587
W,15186,50,ivy,M,008381
W,24657,60,mods,M,149463
W,11143,00,metrosexual,M,138042
W,29660,19,normcore,M,144780
W,55797,00,ecology,W,176338
W,23971,90,hiphop,M,014540
W,38629,80,powersuit,W,048082
W,15462,70,hippie,M,085863
W,02713,70,hippie,M,023909
W,16188,80,bold,M,080040
W,52231,50,ivy,M,179527
W,05289,50,feminine,W,127577
W,28992,90,hiphop,M,147724
W,17526,70,hippie,M,147788
W,00729,10,sportivecasual,W,087142
W,43737,80,powersuit,W,152879
W,06814,60,mods,M,217826
W,00475,50,ivy,M,083116
W,00332,70,disco,W,204464
W,02937,10,sportivecasual,M,049394
W,11659,50,feminine,W,121913
W,04814,60,popart,W,046585
W,15423,80,bold,M,093014
W,24797,50,ivy,M,149495
W,01559,10,sportivecasual,M,065962
W,05606,90,hiphop,W,101864
W,16840,00,metrosexual,M,235406
W,26290,70,hippie,M,090698
W,36885,90,hiphop,M,117351
W,09180,10,sportivecasual,M,118417
W,12278,80,bold,M,121860
W,11067,00,metrosexual,M,120836
W,08674,80,bodyconscious,W,031293
W,18122,70,disco,W,097982
W,30483,80,bold,M,045533
W,04117,60,minimal,W,086523
W,52586,50,ivy,M,227082
W,19165,00,cityglam,W,005389
W,40177,60,popart,W,079781
W,10485,90,lingerie,W,122684
W,03430,90,lingerie,W,087015
W,18378,50,classic,W,151451
W,26358,19,normcore,M,104672
W,27182,10,sportivecasual,M,187878
W,00272,60,minimal,W,195519
W,09281,70,hippie,M,122043
W,16570,00,metrosexual,M,209337
W,35674,60,minimal,W,158681
W,33169,00,metrosexual,M,015099
W,07341,10,sportivecasual,M,055924
W,15480,70,hippie,M,179272
W,07390,50,feminine,W,098318
W,24149,19,normcore,M,153159
W,15327,80,bold,M,115350
W,10151,50,feminine,W,028362
W,01234,10,sportivecasual,W,008637
W,02383,60,minimal,W,126694
W,06429,60,minimal,W,029358
W,08004,60,popart,W,100786
W,49765,50,ivy,M,027085
W,16777,60,mods,M,026436
W,29661,90,hiphop,M,180553
W,07333,70,hippie,M,144767
W,27149,50,ivy,M,179688
W,14035,50,feminine,W,067007
W,15776,70,hippie,M,140845
W,10793,50,ivy,M,047239
W,25371,60,mods,M,092581
W,16403,10,sportivecasual,M,001064
W,08482,80,bodyconscious,W,086617
W,02337,19,normcore,W,125158
W,64808,10,sportivecasual,M,045536
W,56363,10,sportivecasual,M,196779
W,53446,80,bold,M,196759
W,01911,70,hippie,W,004751
W,16068,80,bold,M,047117
W,01187,50,feminine,W,232351
W,12748,50,ivy,M,077166
W,04994,60,popart,W,131485
W,35009,10,sportivecasual,W,111511
W,03945,50,classic,W,154410
W,13211,80,powersuit,W,084725
W,15681,80,bold,M,067529
W,16423,90,hiphop,M,126814
W,06753,60,mods,M,122283
W,17337,50,ivy,M,093003
W,05271,50,feminine,W,201059
W,07125,60,mods,M,123096
W,00709,60,popart,W,005100
W,12904,50,ivy,M,015052
W,16236,80,bold,M,041033
W,15177,60,mods,M,047337
W,13238,80,powersuit,W,029884
W,12821,50,ivy,M,087652
W,30017,60,mods,M,160135
W,32687,60,mods,M,148743
W,09795,10,sportivecasual,M,180518
W,06519,50,ivy,M,063755
W,04046,90,lingerie,W,035880
W,17743,50,ivy,M,047198
T,11540,90,lingerie,W,203969
W,30112,50,ivy,M,087380
W,19075,50,classic,W,223264
W,14897,10,sportivecasual,W,126955
W,15462,70,hippie,M,109241
W,15130,90,hiphop,M,013308
W,01636,90,hiphop,M,137859
W,18079,50,classic,W,074079
W,08140,50,feminine,W,218332
W,24304,80,bold,M,234024
W,03649,10,sportivecasual,W,006235
W,18658,80,powersuit,W,096875
W,17117,19,normcore,M,126833
W,12443,90,hiphop,M,122236
W,17543,80,bold,M,087663
W,00076,50,ivy,M,144648
W,18097,90,kitsch,W,022902
W,17947,00,metrosexual,M,138058
W,07666,70,disco,W,129865
W,11504,19,lounge,W,117910
W,13689,80,bodyconscious,W,123471
W,13431,19,normcore,W,123319
W,17214,70,hippie,M,173045
W,16984,90,hiphop,M,093015
W,03573,10,sportivecasual,W,134194
W,25280,90,hiphop,M,041034
W,01670,10,sportivecasual,M,122238
W,13841,60,minimal,W,047182
W,26210,80,bold,M,145566
W,16383,70,hippie,M,147555
W,27319,10,sportivecasual,M,147684
W,17309,10,sportivecasual,M,142797
W,11107,19,normcore,M,147552
W,09822,00,metrosexual,M,076020
W,12748,50,ivy,M,150760
W,17210,70,hippie,M,074397
W,03112,80,bodyconscious,W,087953
W,32390,80,bold,M,048746
W,16243,60,mods,M,013213
W,32136,50,ivy,M,148236
W,01933,50,feminine,W,154210
W,02047,50,feminine,W,123320
W,16203,90,hiphop,M,143219
W,17529,70,hippie,M,114405
W,13303,60,minimal,W,123046
W,13515,80,powersuit,W,131586
W,36967,10,sportivecasual,M,147076
W,15507,10,sportivecasual,M,025470
W,25107,70,hippie,M,143542
W,24204,60,mods,M,210767
W,08733,90,grunge,W,123340
W,24533,70,hippie,M,225511
W,25520,60,mods,M,214826
W,06448,10,sportivecasual,W,136003
W,02696,60,mods,M,046957
W,50288,10,sportivecasual,W,179444
W,12067,00,ecology,W,119010
W,06785,50,ivy,M,114811
W,15720,80,bold,M,157154
W,36802,00,oriental,W,014755
W,25543,60,mods,M,163625
W,24361,60,mods,M,158009
W,14852,50,feminine,W,106389
W,24515,70,hippie,M,107118
W,00479,60,mods,M,144507
W,13304,80,powersuit,W,130766
W,17333,19,normcore,M,113922
W,09644,19,lounge,W,087143
W,02669,50,ivy,M,077191
W,12142,80,bold,M,125562
W,36856,60,minimal,W,103148
W,15467,70,hippie,M,085921
W,12128,80,bold,M,036198
W,15721,00,metrosexual,M,121078
W,39725,19,normcore,W,158662
W,19531,00,oriental,W,113087
W,04869,50,classic,W,207152
W,15472,70,hippie,M,122234
W,16719,70,hippie,M,194760
W,07139,10,sportivecasual,M,037256
W,30739,50,ivy,M,157748
W,26946,19,lounge,W,116268
W,16189,50,ivy,M,143506
W,27000,00,metrosexual,M,175940
W,13141,80,powersuit,W,080949
W,24874,80,bold,M,085027
W,11938,70,hippie,W,128821
W,52149,70,hippie,M,186521
W,09633,90,hiphop,M,138190
W,14581,50,feminine,W,203932
W,03287,60,mods,M,118029
W,34636,00,oriental,W,073089
W,12817,50,ivy,M,121719
W,09262,19,normcore,M,137671
W,13807,80,powersuit,W,120951
W,12685,90,hiphop,M,149897
W,12322,50,ivy,M,140435
W,03522,80,powersuit,W,129833
W,17460,00,metrosexual,M,065961
W,17639,00,metrosexual,M,094868
W,17252,50,ivy,M,118697
W,08910,10,sportivecasual,W,005030
W,07584,00,cityglam,W,127300
W,05754,90,lingerie,W,129974
W,18249,50,feminine,W,127727
W,15259,60,mods,M,094831
W,26967,90,hiphop,M,181454
W,15942,80,bold,M,120826
W,19670,60,minimal,W,086548
W,18458,50,classic,W,035393
W,09945,80,bodyconscious,W,023236
W,12360,80,bold,M,125595
W,07717,90,kitsch,W,098388
W,24605,80,bold,M,001845
W,38869,00,ecology,W,006969
W,04508,19,normcore,M,037008
W,16523,19,normcore,M,047869
W,00153,60,minimal,W,028330
W,07526,70,hippie,W,063181
W,06564,00,metrosexual,M,205918
W,17803,80,bold,M,045732
W,25255,70,hippie,M,079555
W,16684,00,metrosexual,M,056388
W,15367,60,mods,M,139662
W,17416,50,ivy,M,065939
W,07290,50,ivy,M,104673
W,06531,60,mods,M,211768
W,00754,10,sportivecasual,W,128833
T,07605,00,metrosexual,M,196745
W,12095,80,bold,M,040159
W,48687,60,mods,M,055642
W,03522,80,powersuit,W,120785
W,18097,90,kitsch,W,092526
W,03160,60,minimal,W,013446
W,01088,70,military,W,079428
W,31791,00,metrosexual,M,146716
W,65341,80,powersuit,W,024725
W,09136,60,mods,M,111096
W,09891,90,hiphop,M,024701
W,08589,80,bodyconscious,W,135528
W,15877,80,bold,M,049366
W,18526,50,feminine,W,066966
W,06101,10,sportivecasual,W,016895
W,15212,60,mods,M,140211
W,14874,50,feminine,W,098818
W,00076,50,ivy,M,025589
W,07415,50,feminine,W,028860
W,25094,70,hippie,M,202543
W,11632,70,punk,W,023143
W,18951,50,feminine,W,203566
W,01689,60,mods,M,154874
W,16289,80,bold,M,050804
W,36802,00,oriental,W,171951
W,05202,10,sportivecasual,W,126988
W,46274,19,genderless,W,162017
W,12120,80,bold,M,088522
W,02919,60,mods,M,216125
W,11753,19,genderless,W,125499
W,14997,60,minimal,W,122988
W,23900,50,ivy,M,023416
W,28698,10,sportivecasual,M,179023
W,24155,60,mods,M,048744
W,06009,60,minimal,W,119539
W,71934,60,mods,M,233707
W,04217,60,mods,M,215778
W,02456,10,sportivecasual,W,012473
W,18739,70,military,W,087985
W,25934,90,hiphop,M,147099
W,04750,19,normcore,M,098958
W,33271,10,sportivecasual,M,087216
W,66114,50,ivy,M,174210
W,17732,00,metrosexual,M,145770
W,12708,50,ivy,M,138111
W,39449,80,powersuit,W,115425
W,04639,60,mods,M,085929
W,02220,00,oriental,W,147000
W,40520,19,genderless,W,155612
W,04689,10,sportivecasual,M,026086
W,24845,80,bold,M,073259
W,06633,50,ivy,M,047064
W,07886,19,normcore,W,098367
W,47251,70,hippie,W,099813
W,25244,19,normcore,M,146710
W,10079,60,mods,M,196284
W,28879,10,sportivecasual,M,091703
W,11964,70,hippie,W,127604
W,05960,70,hippie,W,100870
W,46907,80,powersuit,W,200553
W,15235,80,bold,M,028481
W,23519,60,minimal,W,082776
W,28604,10,sportivecasual,M,055657
W,09259,90,hiphop,M,080331
W,07792,00,oriental,W,111990
W,06546,60,mods,M,025556
W,12815,10,sportivecasual,M,094852
W,06476,00,cityglam,W,135672
W,09899,50,classic,W,029865
W,01318,10,athleisure,W,033987
W,14791,70,hippie,W,134760
W,27692,70,hippie,M,226491
W,12774,00,metrosexual,M,038031
W,06551,60,mods,M,001018
W,16659,00,metrosexual,M,196372
W,01371,10,sportivecasual,W,153749
W,12511,80,bold,M,150096
W,09140,60,mods,M,095990
W,15295,60,mods,M,049380
W,18922,80,powersuit,W,086542
W,57411,19,genderless,W,171953
W,16276,70,hippie,M,138064
W,04276,19,normcore,M,049395
W,40689,80,bodyconscious,W,099789
W,12181,80,bold,M,144759
W,13627,90,hiphop,M,085932
W,18249,50,feminine,W,140627
W,04484,90,hiphop,M,187356
W,09486,70,punk,W,124179
W,11045,70,hippie,M,096799
W,13676,19,normcore,W,087093
W,26292,90,hiphop,M,231406
W,28514,70,hippie,M,143658
W,16505,10,sportivecasual,M,085975
W,28529,90,hiphop,M,154630
W,10701,60,space,W,119656
W,16151,60,mods,M,026820
W,12803,70,hippie,M,135990
W,00027,50,ivy,M,107116
W,14031,80,bodyconscious,W,125512
W,15130,90,hiphop,M,082936
W,07682,50,feminine,W,132618
W,03825,90,lingerie,W,130784
W,15246,50,ivy,M,107386
W,16539,50,ivy,M,017578
W,34872,70,military,W,167645
W,00486,60,mods,M,196789
W,05740,70,military,W,125045
W,18482,50,feminine,W,049834
W,01527,19,normcore,M,042350
W,24977,70,hippie,M,153020
W,16079,19,normcore,M,094237
W,01133,60,minimal,W,042932
W,00107,00,metrosexual,M,077287
W,16016,70,hippie,M,081782
W,01321,10,athleisure,W,105238
W,15426,80,bold,M,153021
W,24470,70,hippie,M,235386
W,05775,80,bodyconscious,W,123521
W,01125,19,normcore,W,064019
W,13952,80,bodyconscious,W,079758
W,25360,80,bold,M,107127
W,35813,70,military,W,171948
W,07391,70,hippie,W,006265
W,12817,50,ivy,M,094239
W,23916,19,normcore,M,154759
W,13689,80,bodyconscious,W,134003
W,06784,90,hiphop,M,129553
W,09835,50,ivy,M,123385
W,31913,90,hiphop,M,111074
W,04695,10,sportivecasual,M,125573
W,27708,00,metrosexual,M,148747
W,00847,19,normcore,M,092977
W,14584,50,classic,W,001167
W,29990,90,hiphop,M,074399
W,06258,50,ivy,M,017570
W,13018,50,feminine,W,099819
W,15942,80,bold,M,155800
W,08892,10,sportivecasual,W,127599
W,24728,60,mods,M,024839
W,08799,90,kitsch,W,134375
W,25650,00,metrosexual,M,149508
W,19359,60,minimal,W,193041
W,15116,00,metrosexual,M,135057
W,29023,00,metrosexual,M,118785
W,16406,70,hippie,M,154875
W,07997,19,normcore,W,047618
W,04678,50,ivy,M,137572
W,35246,10,athleisure,W,114184
W,15343,50,ivy,M,025514
W,02681,60,mods,M,211139
W,56834,90,lingerie,W,119375
W,07944,80,powersuit,W,128366
W,15899,80,bold,M,098729
W,15192,00,metrosexual,M,114416
W,13755,60,minimal,W,087045
W,06843,60,mods,M,001034
W,35091,80,powersuit,W,152854
W,02943,90,hiphop,M,106851
W,15538,50,ivy,M,059046
W,29596,10,sportivecasual,M,147826
W,02699,60,mods,M,217576
W,01389,10,sportivecasual,W,075456
W,24968,60,mods,M,174244
W,11899,00,oriental,W,086335
W,44918,60,minimal,W,089155
W,02755,90,hiphop,M,138596
W,40668,70,punk,W,203959
W,09086,19,normcore,W,000600
W,03991,60,minimal,W,130797
W,18441,19,genderless,W,130762
W,07418,50,feminine,W,016118
W,08301,10,athleisure,W,131696
W,48687,60,mods,M,097467
W,25790,90,hiphop,M,043536
W,08346,10,athleisure,W,127343
W,09611,10,sportivecasual,W,083912
W,14679,80,bodyconscious,W,124646
W,02695,50,ivy,M,153776
W,15125,50,ivy,M,143006
W,12214,70,hippie,M,198662
W,06676,60,mods,M,138418
W,56037,00,oriental,W,177837
W,04632,90,hiphop,M,045983
W,05704,19,lounge,W,061535
W,52548,50,ivy,M,180506
W,21868,00,ecology,W,185896
W,16755,00,metrosexual,M,092991
W,17802,80,bold,M,230947
W,24432,60,mods,M,174236
W,06148,50,ivy,M,030694
W,16108,80,bold,M,009288
W,14515,60,minimal,W,123296
W,06709,19,normcore,M,087692
W,25168,90,hiphop,M,044948
W,13518,80,powersuit,W,124763
W,14828,50,classic,W,164329
W,01799,00,metrosexual,M,107541
W,31120,90,hiphop,M,147074
W,12197,80,bold,M,013049
W,05690,70,punk,W,127297
W,17185,50,ivy,M,025497
W,01212,10,sportivecasual,W,128958
W,15442,70,hippie,M,120833
W,19968,70,hippie,W,025374
W,07366,70,hippie,M,061330
W,09651,60,space,W,097492
W,24062,80,bold,M,117811
W,16365,70,hippie,M,093005
W,11694,10,sportivecasual,W,167818
W,19870,00,oriental,W,009046
W,26489,70,hippie,M,055676
W,01998,90,lingerie,W,106751
W,01133,60,minimal,W,132029
W,24381,70,hippie,M,146888
W,28646,90,hiphop,M,147832
W,48628,19,genderless,W,158671
W,01810,19,normcore,M,114443
W,42705,70,disco,W,109174
W,29920,10,sportivecasual,M,152782
W,16365,70,hippie,M,177346
W,17298,19,normcore,M,012185
W,02030,50,feminine,W,133655
W,14391,70,punk,W,086624
W,05827,10,sportivecasual,W,041599
W,09410,90,lingerie,W,048141
W,14380,90,hiphop,W,151722
W,15401,80,bold,M,088053
W,00191,10,sportivecasual,W,124866
W,15756,70,hippie,M,064878
W,09860,10,sportivecasual,M,138598
W,07093,50,ivy,M,157781
W,09250,50,ivy,M,042343
W,25629,80,bold,M,144368
W,24152,60,mods,M,001574
W,26210,80,bold,M,126007
W,16348,90,hiphop,M,129520
W,10056,60,mods,M,093396
W,18616,60,popart,W,133351
W,04842,70,hippie,W,133278
W,25520,60,mods,M,203255
W,22931,70,punk,W,019296
W,26214,10,sportivecasual,M,135424
W,49895,00,oriental,W,156135
W,01413,10,sportivecasual,M,009950
W,15217,00,metrosexual,M,108241
W,30559,50,ivy,M,143623
W,05715,70,military,W,135487
W,32083,50,ivy,M,149478
W,02878,90,hiphop,M,011586
W,14410,19,genderless,W,087026
W,05818,90,lingerie,W,115426
W,02779,90,hiphop,M,227761
W,15248,50,ivy,M,121702
W,28319,90,hiphop,M,111237
W,02140,10,sportivecasual,W,032295
W,26634,90,hiphop,M,148979
W,13289,80,powersuit,W,109424
W,15912,90,hiphop,M,022827
W,17706,70,hippie,M,010530
W,09883,90,hiphop,M,027198
W,30443,60,mods,M,212697
W,30292,60,mods,M,112643
W,08525,90,lingerie,W,022772
W,06439,50,feminine,W,098359
W,10299,90,kitsch,W,128492
W,45353,80,powersuit,W,149796
W,13755,60,minimal,W,119647
W,25439,19,normcore,M,146169
W,37160,70,punk,W,194735
W,04781,50,feminine,W,203965
W,17867,50,ivy,M,122720
W,65268,90,hiphop,M,067718
W,08119,10,athleisure,W,084061
W,01759,19,normcore,M,135962
W,03925,80,bodyconscious,W,130178
W,05347,70,punk,W,125269
W,10512,60,minimal,W,084904
W,01630,10,sportivecasual,M,159541
W,06735,50,ivy,M,047098
W,06531,60,mods,M,045497
W,17728,10,sportivecasual,M,045486
W,47169,70,hippie,W,058698
W,52583,50,ivy,M,034975
W,18635,80,powersuit,W,124355
W,01713,70,hippie,M,126787
W,03461,19,normcore,W,013452
W,02383,60,minimal,W,076964
W,06759,90,hiphop,M,109525
W,15096,80,bold,M,054877
W,17688,19,normcore,M,135887
W,32608,70,hippie,M,156818
W,08913,10,athleisure,W,129827
W,12904,50,ivy,M,122207
W,05673,10,sportivecasual,W,141848
W,00056,00,metrosexual,M,121707
W,44330,10,sportivecasual,W,158661
W,17481,10,sportivecasual,M,012689
W,06863,60,mods,M,196109
W,24243,70,hippie,M,147888
W,12487,90,hiphop,M,120818
W,15791,70,hippie,M,048850
W,04689,10,sportivecasual,M,109253
W,15785,19,normcore,M,122710
W,15794,90,hiphop,M,018959
W,03934,70,hippie,W,132412
W,17416,50,ivy,M,093395
W,09227,50,ivy,M,047231
W,09765,50,ivy,M,128894
W,24325,60,mods,M,174521
W,71934,60,mods,M,227240
W,04865,50,feminine,W,023956
W,05965,90,lingerie,W,022501
W,15987,70,hippie,M,114430
W,25746,90,hiphop,M,034729
W,15468,00,metrosexual,M,205189
T,17798,19,normcore,M,233688
W,14930,50,classic,W,041276
W,04484,90,hiphop,M,135056
W,26324,70,hippie,M,214106
W,01133,60,minimal,W,022933
W,08810,10,sportivecasual,W,134954
W,15509,10,sportivecasual,M,115286
W,39589,10,sportivecasual,W,103013
W,11974,70,hippie,W,134719
W,27463,70,hippie,M,226477
W,10511,00,ecology,W,109443
W,05751,10,sportivecasual,W,145519
W,14997,60,minimal,W,033915
W,61471,90,lingerie,W,079776
W,16082,60,mods,M,129542
W,31187,10,sportivecasual,M,144754
W,17384,50,ivy,M,125592
W,13488,80,powersuit,W,005354
W,51186,50,ivy,M,185677
W,14387,19,genderless,W,086521
W,39030,10,sportivecasual,W,009190
W,61163,80,powersuit,W,197748
W,15140,80,bold,M,122202
W,04622,60,mods,M,146204
W,04245,70,hippie,M,148785
W,12521,90,hiphop,M,048428
W,08763,70,hippie,W,127787
W,07992,50,classic,W,079739
W,11167,00,cityglam,W,142421
W,02390,60,minimal,W,078925
W,15639,90,hiphop,M,051253
W,10820,50,ivy,M,157340
W,01956,50,feminine,W,193238
W,06905,19,normcore,M,044117
W,07798,19,normcore,W,125549
W,12189,60,mods,M,193509
W,25039,90,hiphop,M,184592
W,07255,50,ivy,M,017545
W,03623,70,punk,W,127612
W,08047,90,hiphop,W,074944
W,55820,90,hiphop,M,198839
W,07078,10,sportivecasual,M,037041
W,16719,70,hippie,M,123114
W,19311,70,punk,W,135809
W,11014,80,bold,M,105862
W,12528,00,metrosexual,M,111238
W,04253,19,normcore,M,114652
W,26375,70,hippie,M,024913
W,06889,90,hiphop,M,001296
W,52731,90,kitsch,W,200538
W,42705,70,disco,W,115399
T,21992,70,hippie,M,040790
W,01993,00,oriental,W,039425
W,08866,10,sportivecasual,W,128933
W,07759,00,cityglam,W,104753
W,24325,60,mods,M,172520
W,16269,80,bold,M,026681
W,17251,50,ivy,M,107978
W,24470,70,hippie,M,159770
W,12817,50,ivy,M,044490
W,16681,70,hippie,M,146063
W,15157,60,mods,M,001026
W,07959,70,military,W,117905
W,14784,60,minimal,W,031266
W,40817,70,military,W,052595
W,06259,50,ivy,M,139695
W,28741,19,normcore,M,147085
W,12302,50,ivy,M,142332
W,16341,60,mods,M,209758
W,24013,60,mods,M,081756
T,07471,80,bodyconscious,W,203935
W,01430,90,hiphop,M,023362
W,14507,60,minimal,W,004541
W,10056,60,mods,M,107729
W,16047,70,hippie,M,122176
W,24746,60,mods,M,212843
W,29487,80,bold,M,146698
W,13305,80,powersuit,W,093700
W,31529,19,normcore,M,145561
W,24977,70,hippie,M,182539
W,15201,10,sportivecasual,M,039738
W,30290,50,ivy,M,091638
W,59268,70,hippie,M,196750
W,07657,60,popart,W,062588
W,06811,60,mods,M,141826
W,01179,10,sportivecasual,W,129720
W,01371,10,sportivecasual,W,006069
W,06763,00,metrosexual,M,037214
W,03623,70,punk,W,024083
W,12583,70,hippie,M,143925
W,10492,60,minimal,W,134767
W,13402,80,powersuit,W,129866
W,08839,10,athleisure,W,086545
W,09404,10,sportivecasual,W,135698
W,26017,10,sportivecasual,M,030708
W,17183,10,sportivecasual,M,105004
W,19935,50,feminine,W,198327
W,04279,70,hippie,M,046311
W,11173,80,bodyconscious,W,031384
W,09839,10,sportivecasual,M,148326
W,24087,50,ivy,M,149528
W,11680,00,cityglam,W,005481
W,15818,00,metrosexual,M,092983
W,13859,10,athleisure,W,125523
W,04912,50,feminine,W,197695
W,15848,60,mods,M,201551
W,08799,90,kitsch,W,120386
W,40825,10,sportivecasual,W,115984
W,16131,80,bold,M,041370
W,14139,90,lingerie,W,232548
W,15593,70,hippie,M,076533
W,04865,50,feminine,W,232927
W,16970,10,sportivecasual,M,031944
W,00492,50,ivy,M,122049
W,26175,50,ivy,M,151993
W,15334,90,hiphop,M,214652
W,04242,60,mods,M,049405
W,45743,70,punk,W,141287
W,10981,50,feminine,W,128472
W,14647,60,minimal,W,004725
W,13623,90,hiphop,W,124931
W,10149,50,classic,W,120215
W,12685,90,hiphop,M,133411
W,24715,00,metrosexual,M,113527
W,01520,50,ivy,M,041486
W,01905,80,bodyconscious,W,119191
W,18251,00,oriental,W,034377
W,00071,50,ivy,M,122257
W,11735,70,hippie,W,116810
W,16502,90,hiphop,M,121986
W,06920,00,metrosexual,M,150515
W,02301,50,feminine,W,015628
W,07211,00,metrosexual,M,094835
W,15399,60,mods,M,060390
W,07412,70,disco,W,123520
W,12410,70,hippie,M,147538
W,02918,10,sportivecasual,M,096753
W,14082,70,punk,W,109431
W,02054,80,bodyconscious,W,066378
W,17322,19,normcore,M,137587
W,37424,19,normcore,W,154042
W,07625,70,hippie,W,128738
W,67958,19,genderless,W,171928
W,12487,90,hiphop,M,157369
W,00831,19,normcore,M,009383
W,13807,80,powersuit,W,119633
W,13952,80,bodyconscious,W,018096
W,20317,60,mods,M,154586
W,11067,00,metrosexual,M,078827
W,17455,00,metrosexual,M,150006
W,19537,60,popart,W,194367
W,15720,80,bold,M,175513
W,05064,70,military,W,071753
W,16542,00,metrosexual,M,135032
W,02182,70,punk,W,207162
W,26962,90,hiphop,M,233652
W,06909,50,ivy,M,154501
W,24205,80,bold,M,029942
W,06735,50,ivy,M,032598
W,17622,60,mods,M,079017
W,25879,00,metrosexual,M,014541
W,17855,90,hiphop,M,144652
W,07373,19,normcore,M,135854
W,15578,70,hippie,M,137557
W,32136,50,ivy,M,019328
W,14036,00,cityglam,W,155418
W,08173,19,normcore,W,063384
W,17793,19,normcore,M,148757
W,14736,80,bodyconscious,W,125879
W,03717,10,athleisure,W,130072
W,09447,90,lingerie,W,130432
W,09449,50,feminine,W,038839
W,02741,50,ivy,M,007563
W,15219,50,ivy,M,010261
W,15519,90,hiphop,M,001021
W,13941,60,minimal,W,012493
W,06703,50,ivy,M,084080
W,24243,70,hippie,M,039299
W,06118,10,athleisure,W,012482
W,24325,60,mods,M,202117
W,16396,10,sportivecasual,M,027308
W,04723,90,hiphop,M,077203
W,09594,70,hippie,W,006372
W,17052,10,sportivecasual,M,114425
W,01729,90,hiphop,M,227542
W,08674,80,bodyconscious,W,008567
W,18508,50,feminine,W,216787
W,25790,90,hiphop,M,149507
W,10791,19,normcore,M,047130
W,10523,00,ecology,W,123648
W,12828,50,ivy,M,088519
W,26201,50,ivy,M,009385
W,03573,10,sportivecasual,W,096878
